# gruntz_functions.tsv - census of every retail function RVA the source
# tree labels (rva, current name, owning unit). BUILD-INTEGRITY floor: an
# RVA that vanishes from a build fails `gruntz build --full`; see
# gruntz.audit.function_census. Moves and renames are not losses - the row
# follows the label. The floor is HEAD's copy of this file unioned with
# the working tree, so deliberately removing a WRONG label means deleting
# its row here and committing the deletion.
rva	name	unit
0x107a10	?UpdateRezMachineWakeStatusBar@CStatusBarMgr@@QAEHXZ	sbi_rectonly
0x107aa0	?ToggleStat@CStatusBarMgr@@QAEXH@Z	sbi_rectonly
0x107ae0	?LoadMultiplayerBattlezConfig@CStatusBarMgr@@QAEXH@Z	sbi_rectonly
0x107d00	?StartChipMachineCycle@CStatusBarMgr@@QAEHXZ	sbi_rectonly
0x108410	?InsertPtr@CStatusBarMgr@@QAEHHH@Z	sbi_rectonly
0x1084d0	?Sync@CStatusBarMgr@@QAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@H@Z	sbi_rectonly
0x1090a0	?Serialize@CStatusBarMgr@@QAEHPAVCFileMemBase@@@Z	sbi_rectonly
0x109520	?Deserialize@CStatusBarMgr@@QAEHPAVCFileMemBase@@@Z	sbi_rectonly
0x109a90	?FindReadySlot@CStatusBarMgr@@QAEHXZ	sbi_rectonly
0x109ad0	?EnsureSub@CStatusBarMgr@@QAEHHHW4WarpStoneFragment@@@Z	sbi_rectonly
0x109bb0	??0CWarpStoneFly@@QAE@XZ	sbi_rectonly
0x109bd0	?Init@CWarpStoneFly@@QAEHPAXHHW4WarpStoneFragment@@@Z	sbi_rectonly
0x109e00	?Sync@CWarpStoneFly@@QAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@H@Z	sbi_rectonly
0x10a0f0	?Tick@CWarpStoneFly@@QAEHI@Z	sbi_rectonly
0x10a2f0	?Draw@CWarpStoneFly@@QAEHXZ	sbi_rectonly
0x10a340	?BuildTabzDialog@CStatusBarMgr@@QAEHXZ	sbi_rectonly
0x10b210	?ExitMode@CStatusBarMgr@@QAEXXZ	sbi_rectonly
0x10b320	?UpdateDestructButtonStatusBar@CStatusBarMgr@@QAEXXZ	sbi_rectonly
0x10b4f0	?AdvanceTab@CStatusBarMgr@@QAEXH@Z	sbi_rectonly
0x10b5d0	?HlClickGroup0@CStatusBarMgr@@QAEHW4StatusBarHighlightRow@@@Z	sbi_rectonly
0x10b6f0	?HlClickGroup1@CStatusBarMgr@@QAEHW4StatusBarHighlightRow@@@Z	sbi_rectonly
0x10b810	?HlClickGroup2@CStatusBarMgr@@QAEHW4StatusBarHighlightRow@@@Z	sbi_rectonly
0x10b930	?ActivateSlot@CStatusBarMgr@@QAEHH@Z	sbi_rectonly
0x10bb50	?ReportTab@CStatusBarMgr@@QAEXH@Z	sbi_rectonly
0x10bb90	?SetMode@CStatusBarMgr@@QAEXH@Z	sbi_rectonly
0x10bbe0	?GetActiveValue@CStatusBarMgr@@QAEHXZ	sbi_rectonly
0x10bc30	?UpdateDestructButton@CStatusBarMgr@@QAEXH@Z	destructbutton
0x10bfa0	?Reset@CStatusBarItem@@UAEXXZ	sbi_menuitem
0x10bfc0	?SerializeFields@CStatusBarItem@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@H@Z	sbi_menuitem
0x10c0f0	_CreateStatusBarSprite	statusbarspriteacts
0x10c230	??0CStatusBarSprite@@QAE@PAUCGameObject@@@Z	statusbarspriteacts
0x10c4b0	?FireActivation@CStatusBarSprite@@UAEXH@Z	statusbarspriteacts
0x10c610	?RegisterActs@CStatusBarSprite@@SAXXZ	statusbarspriteacts
0x10c810	?AdvanceAnim@CStatusBarSprite@@QAEHXZ	statusbarspriteacts
0x10cb10	_CreateTileTrigger	tilelogicpump
0x10cc50	_CreateTileTriggerSwitch	tilelogicpump
0x10cd90	_CreateTileSecretTrigger	tilelogicpump
0x10ced0	_CreateGiantRock	tilelogicpump
0x10d010	_CreateCoveredPowerup	tilelogicpump
0x10d150	_CreateTileTriggerTransition	tilelogicpump
0x10d290	_CreateCheckpointTrigger	tilelogicpump
0x10d3d0	_CreateBrickz	tilelogicpump
0x10d510	_CreateWarpStonePad	tilelogicpump
0x10d650	??0CWarpStonePad@@QAE@PAUCGameObject@@@Z	tilelogicpump
0x10d8c0	?FireActivation@CWarpStonePad@@UAEXH@Z	tilelogicpump
0x10da20	?RegisterActs@CWarpStonePad@@SAXXZ	tilelogicpump
0x10dc20	?AdvanceAnim@CWarpStonePad@@QAEHXZ	tilelogicpump
0x10dc40	??0CTileTriggerSwitch@@QAE@PAUCGameObject@@@Z	tilelogicpump
0x10dea0	?FireActivation@CTileTriggerSwitch@@UAEXH@Z	tilelogicpump
0x10e000	?RegisterActs@CTileTriggerSwitch@@SAXXZ	tilelogicpump
0x10e200	?AdvanceAnim@CTileTriggerSwitch@@QAEHXZ	tilelogicpump
0x10e220	??0CTileTrigger@@QAE@PAUCGameObject@@@Z	tilelogicpump
0x10e4a0	?FireActivation@CTileTrigger@@UAEXH@Z	tilelogicpump
0x10e600	?RegisterActs@CTileTrigger@@SAXXZ	tilelogicpump
0x10e800	??0CBrickz@@QAE@PAUCGameObject@@@Z	tilelogicpump
0x10ea80	?FireActivation@CBrickz@@UAEXH@Z	tilelogicpump
0x10ebe0	?RegisterActs@CBrickz@@SAXXZ	tilelogicpump
0x10ede0	?Trigger@CBrickz@@QAEHXZ	tilelogicpump
0x10ee00	?AdvanceAnim@CTileTrigger@@QAEHXZ	tilelogicpump
0x10ee20	??0CCheckpointTrigger@@QAE@PAUCGameObject@@@Z	tilelogicpump
0x10f1e0	?FireActivation@CCheckpointTrigger@@UAEXH@Z	tilelogicpump
0x10f340	?RegisterActs@CCheckpointTrigger@@SAXXZ	tilelogicpump
0x10f6a0	?Act@CCheckpointTrigger@@QAEHXZ	tilelogicpump
0x10f970	?AdvanceCheckpointAnimation@CCheckpointTrigger@@QAEHXZ	tilelogicpump
0x10f9a0	?SerializeMove@CCheckpointTrigger@@UAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@PAUCGameObject@@@Z	tilelogicpump
0x10fa60	??0CTileSecretTrigger@@QAE@PAUCGameObject@@@Z	tilelogicpump
0x10fa90	??0CGiantRock@@QAE@PAUCGameObject@@@Z	tilelogicpump
0x10fac0	??0CCoveredPowerup@@QAE@PAUCGameObject@@@Z	tilelogicpump
0x10faf0	??0CTileTriggerTransition@@QAE@PAUCGameObject@@@Z	tilelogicpump
0x10fd10	?FireActivation@CTileTriggerTransition@@UAEXH@Z	tilelogicpump
0x10fe70	?RegisterActs@CTileTriggerTransition@@SAXXZ	tilelogicpump
0x110070	?ApplyAnimation@CTileTriggerTransition@@QAEHPAD0@Z	tilelogicpump
0x110110	?TransitionAct@CTileTriggerTransition@@QAEHXZ	tilelogicpump
0x110430	??0CTileTriggerSwitchLogic@@QAE@XZ	tileswitchlogic
0x110460	?BuildSmall@CTileTriggerSwitchLogic@@UAEHPAVCTileTriggerContainer@@W4TrigLogicId@@HHHPBUtagRECT@@HHH@Z	tileswitchlogic
0x1104f0	?Setup@CTileTriggerSwitchLogic@@UAEHPAVCTileTriggerContainer@@W4TrigLogicId@@HHHHHH@Z	tileswitchlogic
0x110570	?SwitchDown@CTileTriggerSwitchLogic@@UAEHXZ	tileswitchlogic
0x1106b0	?SwitchUp@CTileTriggerSwitchLogic@@UAEHXZ	tileswitchlogic
0x1107f0	??0CTileTriggerLogic@@QAE@XZ	tileswitchlogic
0x110820	?FindIndexByKey@CTileTriggerLogic@@QAEHH@Z	tileswitchlogic
0x110860	?LoadBridgeMove@CTileTriggerLogic@@QAEXW4TileCollisionKind@@@Z	tileswitchlogic
0x110c10	?Tick@CTileTriggerLogic@@UAEHXZ	tileswitchlogic
0x111ec0	?SetCellHeight@CGruntzMgr@@QAEXHHH@Z	tileswitchlogic
0x111f10	??0CTileMultiTriggerSwitchLogic@@QAE@XZ	tileswitchlogic
0x111f40	?VerifyBlockLinksB@CTileTriggerSwitchLogic@@QAEHXZ	tileswitchlogic
0x112050	??0CTileExclusiveTriggerSwitchLogic@@QAE@XZ	tileswitchlogic
0x112080	?SwitchDown@CTileExclusiveTriggerSwitchLogic@@EAEHXZ	tileswitchlogic
0x112210	??0CGiantRockLogic@@QAE@XZ	tileswitchlogic
0x112240	??0CCoveredPowerupLogic@@QAE@XZ	tileswitchlogic
0x112270	??0CTileTimeTriggerLogic@@QAE@XZ	tileswitchlogic
0x1122a0	?BuildRockBreakInGameText@CGiantRockLogic@@QAEHXZ	tileswitchlogic
0x112590	?ApplyMove@CTileTriggerLogic@@QAEHW4TileCollisionKind@@@Z	tileswitchlogic
0x112760	??0CTileSecretTriggerLogic@@QAE@XZ	tileswitchlogic
0x112790	??0CTileSecretTriggerSwitchLogic@@QAE@XZ	tileswitchlogic
0x1127c0	??0CTileTimeTriggerSwitchLogic@@QAE@XZ	tileswitchlogic
0x1127f0	??0CCheckpointTriggerSwitchLogic@@QAE@XZ	tileswitchlogic
0x112820	?SwitchDown@CTileSecretTriggerSwitchLogic@@EAEHXZ	tileswitchlogic
0x112840	?SwitchDown@CTileTimeTriggerSwitchLogic@@EAEHXZ	tileswitchlogic
0x112860	?SwitchUp@CTileTimeTriggerSwitchLogic@@EAEHXZ	tileswitchlogic
0x112880	?RecordMove@CTileTriggerLogic@@QAEXXZ	tileswitchlogic
0x1128b0	?Tick@CTileSecretTriggerLogic@@EAEHXZ	tileswitchlogic
0x112970	?Classify@CTileTriggerLogic@@QAEHH@Z	tileswitchlogic
0x112a50	?BuildSmall@CCheckpointTriggerSwitchLogic@@UAEHPAVCTileTriggerContainer@@W4TrigLogicId@@HHHPBUtagRECT@@HHH@Z	tileswitchlogic
0x112b70	?SwitchDown@CCheckpointTriggerSwitchLogic@@EAEHXZ	tileswitchlogic
0x112bf0	?SwitchUp@CCheckpointTriggerSwitchLogic@@EAEHXZ	tileswitchlogic
0x112c70	?VerifyBlockLinks@CTileTriggerSwitchLogic@@QAEHXZ	tileswitchlogic
0x112d80	??0CTileActionEvent@@QAE@XZ	tileswitchlogic
0x112da0	?SetActionCode@CTileActionEvent@@QAEHW4BrickTileId@@@Z	tileswitchlogic
0x112ee0	?Process@CTileActionEvent@@QAEHPAVCGrunt@@@Z	tileswitchlogic
0x113420	?MorphByTool@CTileActionEvent@@QAEHW4PickupType@@W4PlayerSlot@@@Z	tileswitchlogic
0x113860	?ValidateByType@CTileTriggerSwitchLogic@@QAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@H@Z	tileswitchlogic
0x1138b0	?SaveState@CTileTriggerSwitchLogic@@QAEHPAVCFileMemBase@@@Z	tileswitchlogic
0x1139a0	?LoadState@CTileTriggerSwitchLogic@@QAEHPAVCFileMemBase@@@Z	tileswitchlogic
0x113a90	?ValidateByType@CTileTriggerLogic@@QAEHPAXW4SerialMode@@W4LogicTypeId@@H@Z	tileswitchlogic
0x113ae0	?Serialize@CTileTriggerLogic@@QAEHPAVCFileMemBase@@@Z	tileswitchlogic
0x113c10	?Deserialize@CTileTriggerLogic@@QAEHPAVCFileMemBase@@@Z	tileswitchlogic
0x113d40	?ApplyByType@CGiantRockLogic@@QAEHPAXW4SerialMode@@W4LogicTypeId@@H@Z	tileswitchlogic
0x113dd0	?SerializeMatrix@CGiantRockLogic@@QAEHPAVCFileMemBase@@@Z	tileswitchlogic
0x113e70	?DeserializeMatrix@CGiantRockLogic@@QAEHPAVCFileMemBase@@@Z	tileswitchlogic
0x113f10	?Serialize@CTileActionEvent@@QAEHPAXW4SerialMode@@W4LogicTypeId@@H@Z	tileswitchlogic
0x113f60	?SerializeFields@CTileActionEvent@@QAEHPAX@Z	tileswitchlogic
0x114040	?DeserializeFields@CTileActionEvent@@QAEHPAX@Z	tileswitchlogic
0x114120	?RefreshAsset@CDDrawSubMgrLeafScan@@QAEHPBD@Z	ddrawsubmgrrefresh
0x114480	_CreateToobSpikez	toobspikez
0x1145c0	??0CToobSpikez@@QAE@PAUCGameObject@@@Z	toobspikez
0x114860	?FireActivation@CToobSpikez@@UAEXH@Z	toobspikez
0x1149c0	?RegisterActs@CToobSpikez@@SAXXZ	toobspikez
0x114bc0	?AdvanceAnim@CToobSpikez@@QAEHXZ	toobspikez
0x114ec0	?SaveFrontBufferShot@@YAXPAVRegistryHelper@Utils@@PAVCGruntzMgr@@HHPADH@Z	savefrontbuffershot
0x114f00	?SaveFrontBufferShotImpl@@YAHPAVRegistryHelper@Utils@@PAVCGruntzMgr@@HHPADH@Z	savefrontbuffershot
0x114f50	?ChainForward14@@YAHPAVRegistryHelper@Utils@@PAVCGruntzMgr@@HHPADH@Z	chainforward
0x114fa0	?ChainForward@@YAHPAVRegistryHelper@Utils@@PAVCGruntzMgr@@HHPADH@Z	chainforward
0x114ff0	?SaveScreenshot@@YAHPAVCDDSurface@@PAVRegistryHelper@Utils@@PAVCGruntzMgr@@HHPADH@Z	savescreenshot
0x115220	?DrawGlyphString@@YAHPAVCDDrawSurfaceMgr@@HHPBDPAVCDDrawWorker@@H@Z	glyphstr
0x115300	?LayerBlitFrame@@YAHPAVCDDrawSurfaceMgr@@PAVCImage@@HHHH@Z	glyphstr
0x115440	?EngStr_DrawText@@YAHPAVCDDrawSurfaceMgr@@PAVCString@@PAUtagRECT@@HHHHHH@Z	glyphstr
0x1154b0	?ShowHudMessage@@YAHPAVCDDrawSurfaceMgr@@PAVCString@@PAUtagRECT@@HHHHHH@Z	glyphstr
0x115520	?ShowHudMessageAlt@@YAHPAVCDDrawSurfaceMgr@@PAVCString@@PAUtagRECT@@HHHHHH@Z	glyphstr
0x115810	?InitializeFonts@@YAHXZ	fonts
0x1158f0	?FreeFontsMemory@@YAHXZ	fonts
0x115930	_EngStr_RenderText	engstrrendertext
0x115b30	??0CRect@@QAE@ABUtagRECT@@@Z	engstrrendertext
0x115b60	?DrawPageDebugText@@YAHPAVCDDrawSurfaceMgr@@PBVCString@@PAUtagRECT@@HHHHH@Z	tiletriggercontainer
0x115f00	?GetFlag74@CTileTriggerContainer@@QAEHXZ	tiletriggercontainer
0x115f30	?DtorBase@CTileTriggerContainer@@QAEXXZ	tiletriggercontainer
0x115f60	?AddSwitchLogic@CTileTriggerContainer@@QAEPAVCTileTriggerSwitchLogic@@W4TrigLogicId@@HHHUtagRECT@@11111HHH@Z	tiletriggercontainer
0x116320	?RemoveByKeys@CTileTriggerContainer@@QAEHHW4TrigLogicId@@@Z	tiletriggercontainer
0x1163b0	?AddLogicDefaults@CTileTriggerContainer@@QAEPAVCTileTriggerLogic@@W4TileCollisionKind@@W4TrigLogicId@@HHHHHHH@Z	tiletriggercontainer
0x1164a0	?AddLogicFromRecord@CTileTriggerContainer@@QAEXW4TileCollisionKind@@W4TrigLogicId@@PAUCGameObject@@@Z	tiletriggercontainer
0x116610	?AddLogic@CTileTriggerContainer@@QAEPAVCTileTriggerLogic@@W4TileCollisionKind@@W4TrigLogicId@@HHHUtagRECT@@22222HHHH@Z	tiletriggercontainer
0x116a40	?AddToList3@CTileTriggerContainer@@QAEPAVCTileActionEvent@@W4BrickTileId@@HHHHHHH@Z	tiletriggercontainer
0x116b80	?AddToList3Switch@CTileTriggerContainer@@QAEPAVCTileActionEvent@@W4BrickTileId@@HHHH@Z	tiletriggercontainer
0x116cf0	?AddToList1@CTileTriggerContainer@@QAEPAVCGiantRockLogic@@HHHPAHHHH@Z	tiletriggercontainer
0x116e60	?DelFromList1@CTileTriggerContainer@@QAEHPAVCTileTriggerLogic@@@Z	tiletriggercontainer
0x116ee0	?FindChild@CTileTriggerContainer@@QAEPAVCTileTriggerSwitchLogic@@HW4TrigLogicId@@@Z	tiletriggercontainer
0x116f20	?FindInLists12@CTileTriggerContainer@@QAEPAVCTileTriggerLogic@@HW4TrigLogicId@@@Z	tiletriggercontainer
0x116fa0	?RemoveAll@CTileTriggerContainer@@QAEXXZ	tiletriggercontainer
0x1170b0	?FilterList2@CTileTriggerContainer@@QAEHH@Z	tiletriggercontainer
0x117150	?MoveList1ToList2@CTileTriggerContainer@@QAEHPAX@Z	tiletriggercontainer
0x1171d0	?FindActionByCellKey@CTileTriggerContainer@@QAEPAVCTileActionEvent@@H@Z	tiletriggercontainer
0x117200	?DelFromList3@CTileTriggerContainer@@QAEHPAVCTileActionEvent@@@Z	tiletriggercontainer
0x117280	?Serialize@CTileTriggerContainer@@QAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@H@Z	tiletriggercontainer
0x117630	?SerializeApplyA@CTileTriggerContainer@@QAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@HPAVCTileTriggerSwitchLogic@@@Z	tiletriggercontainer
0x117710	?SerializeApplyB@CTileTriggerContainer@@QAEHPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@HPAVCTileTriggerLogic@@@Z	tiletriggercontainer
0x117800	?LoadElement@CTileTriggerContainer@@QAEPAXPAVCFileMemBase@@W4SerialMode@@W4LogicTypeId@@H@Z	tiletriggercontainer
0x117e20	?TransferFlag74@CTileTriggerContainer@@QAEHPAVCFileMemBase@@@Z	tiletriggercontainer
0x117e70	?LoadFlag74@CTileTriggerContainer@@QAEHPAVCFileMemBase@@@Z	tiletriggercontainer
0x117ec0	?ScanNeighborhood@CTileTriggerContainer@@QAEPAVCGiantRockLogic@@HH@Z	tiletriggercontainer
0x117f60	?SetCell@CTileTriggerContainer@@QAEHHHH@Z	tiletriggercontainer
0x118040	?SetNames@CGameInfo@@QAEHPAD0H@Z	namerecord
0x118130	?CopyBody@CGameInfo@@QAEHPAD@Z	namerecord
0x1181d0	?Update@CGameInfo@@QAEHHHH@Z	namerecord
0x118260	?CopyIfLarger@CGameInfo@@QAEHPAUCGameInfoTime@@H@Z	namerecord
0x1182f0	?HasSupportedVersion@CGameInfo@@QAEHXZ	gameinfostring
0x118310	?ValidateGameTime@@YAHPAUCGameInfoTime@@@Z	gameinfostring
0x118330	?BuildGameDate@@YAHPAUCGameInfoTime@@@Z	gameinfostring
0x1183b0	?FormatGameInfoString@CGameInfo@@QAEHXZ	gameinfostring
0x118930	?SetActiveAndFocus@@YAXPAX@Z	heapdiag
0x118960	?SetTopmostStyle@@YAXPAX@Z	heapdiag
0x118990	?ClearTopmostStyle@@YAXPAX@Z	heapdiag
0x1189c0	?FileExists@@YAHPBD@Z	heapdiag
0x118a30	?HeapCheckDump@@YAHH@Z	heapdiag
0x118b50	?ReportHeapStatus@@YAXH@Z	heapdiag
0x118bf0	?HeapStats@@YAHXZ	heapdiag
0x118ce0	?FindProcessByName@@YAHPBDHPAPAX@Z	heapdiag
0x118f60	?LegacyFindModule@WinAPI@Utils@@YAHKKPAXK@Z	winapimodule
0x1190f0	?FormatElapsedTime@@YA?AVCString@@I@Z	timestring
0x119210	?SplitMillisToHMS@@YAXIPAI00@Z	timesplit
0x1192d0	?BlockScreenSaver@@YAHPAXIIJ@Z	timesplit
0x119320	_ButeParseErrorSink	gruntvoice
0x119620	_CreateGruntVoice	gruntvoice
0x119760	_CreateVoiceTrigger	gruntvoice
0x1198a0	??0CGruntVoice@@QAE@PAUCGameObject@@@Z	gruntvoice
0x119ab0	??_GCGruntVoice@@UAEPAXI@Z	gruntvoice
0x119ae0	??1CGruntVoice@@UAE@XZ	gruntvoice
0x119b50	??0CVoiceTrigger@@QAE@PAUCGameObject@@@Z	gruntvoice
0x119e40	?FireActivation@CGruntVoice@@UAEXH@Z	gruntvoice
0x119fa0	?RegisterGruntVoiceActions@@YAXXZ	gruntvoice
0x11a3a0	?FireActivation@CVoiceTrigger@@UAEXH@Z	gruntvoice
0x11a500	?RegisterActs@CVoiceTrigger@@SAXXZ	gruntvoice
0x11a700	?Tick@CVoiceTrigger@@QAEHXZ	gruntvoice
0x11a7e0	?Setup@CGruntVoice@@QAEHHPAUStreamVoice@@HH@Z	gruntvoice
0x11a870	?Reset@CGruntVoice@@QAEXXZ	gruntvoice
0x11a8c0	?IdleHidden@CGruntVoice@@QAEHXZ	gruntvoice
0x11a8e0	?Update@CGruntVoice@@QAEHXZ	gruntvoice
0x11adc0	?Init@CGruntSpawnConfig@@QAEHPAVCGruntzMgr@@@Z	gruntspawnconfig
0x11ae30	?Clear@CGruntSpawnConfig@@QAEXXZ	gruntspawnconfig
0x11af00	?LoadGruntVoices@CGruntSpawnConfig@@QAEHXZ	gruntspawnconfig
0x11af90	?ClearSprites@CGruntSpawnConfig@@QAEXXZ	gruntspawnconfig
0x11afb0	?LoadGruntSpawnConfig@CGruntSpawnConfig@@QAEHPAVCGrunt@@HHHH@Z	gruntspawnconfig
0x11b3b0	?SpawnVoiceDriver@CGruntSpawnConfig@@QAEHPAVCGrunt@@HHHHH@Z	gruntspawnconfig
0x11b7c0	?SpawnVoiceDriver@CGruntSpawnConfig@@QAEHHHHHH@Z	gruntspawnconfig
0x11bba0	?GetButeSlot@CGruntSpawnConfig@@QAEHPAVCGrunt@@H@Z	gruntspawnconfig
0x11bee0	?PickWeighted@CGruntSpawnConfig@@QAEPAUCParseSource@@HH@Z	gruntspawnconfig
0x11c1a0	?BuildVoiceList@CGruntSpawnConfig@@QAEHXZ	gruntspawnconfig
0x11c210	?BuildVoiceSoundList@CGruntSpawnConfig@@QAEPAVCSpawnList@@H@Z	gruntspawnconfig
0x11c560	?AddVoiceSound@CSpawnList@@QAEXVCString@@H@Z	gruntspawnconfig
0x11c630	??0CSpawnEntry@@QAE@VCString@@H@Z	gruntspawnconfig
0x11c6c0	?AnyVoicePlaying@CGruntSpawnConfig@@QAEHXZ	gruntspawnconfig
0x11c700	?VoicePlaying@CGruntSpawnConfig@@QAEHH@Z	gruntspawnconfig
0x11c730	?StopVoice@CGruntSpawnConfig@@QAEXH@Z	gruntspawnconfig
0x11c7b0	?PauseAllVoices@CGruntSpawnConfig@@QAEXXZ	gruntspawnconfig
0x11c7f0	?ResetPicks@CGruntSpawnConfig@@QAEXXZ	gruntspawnconfig
0x11c830	?IsReady@CGruntSpawnConfig@@QAEHXZ	gruntspawnconfig
0x11c860	_WinMain@16	winmain
0x132ce0	?Create@DirectInputMgr2@@QAEHPAUHWND__@@PAUHINSTANCE__@@I@Z	directinputmgr2
0x132d90	?Shutdown@DirectInputMgr2@@QAEXXZ	directinputmgr2
0x132e20	?InitA@DirectInputMgr2@@QAEHI@Z	directinputmgr2
0x132ee0	?InitB@DirectInputMgr2@@QAEHI@Z	directinputmgr2
0x132f80	?EnumGameControllers@DirectInputMgr2@@QAEHI@Z	directinputmgr2
0x132fc0	_DinEnumDevicesCallback@8	directinputmgr2
0x133080	?PollAll@DirectInputMgr2@@QAEHXZ	directinputmgr2
0x1330d0	?PollArrayA@DirectInputMgr2@@QAEHXZ	directinputmgr2
0x133110	?ReadAll@DirectInputMgr2@@QAEHXZ	directinputmgr2
0x133160	?PollArrayB@DirectInputMgr2@@QAEHXZ	directinputmgr2
0x1331a0	?FreeDeviceList@DirectInputMgr2@@QAEXXZ	directinputmgr2
0x1331e0	?AddController@DirectInputMgr2@@QAEPAXPAPAVCInputDevBase@@HH@Z	directinputmgr2
0x133260	?AddControllerArr@DirectInputMgr2@@QAEPAXPAVCInputDevBase@@00000H@Z	directinputmgr2
0x1332b0	?IsValid@CInputDevRoot@@UAEHXZ	directinputmgr2
0x1332c0	?ResetState@CInputDevBase@@UAEHXZ	directinputmgr2
0x1332e0	??_GCInputDevice@@UAEPAXI@Z	directinputmgr2
0x133300	??1CInputDevice@@UAE@XZ	directinputmgr2
0x133370	??1CInputDevRoot@@UAE@XZ	directinputmgr2
0x133380	??_GCInputDevRoot@@UAEPAXI@Z	directinputmgr2
0x1333b0	??1CInputDevBase@@UAE@XZ	directinputmgr2
0x133410	?Poll@CInputDevBase@@UAEHXZ	directinputmgr2
0x133420	??_GCInputDevBase@@UAEPAXI@Z	directinputmgr2
0x133440	??_GCDeviceConfigC@@UAEPAXI@Z	directinputmgr2
0x133460	??1CDeviceConfigC@@UAE@XZ	directinputmgr2
0x1334d0	??_GCDeviceConfigB@@UAEPAXI@Z	directinputmgr2
0x1334f0	??1CDeviceConfigB@@UAE@XZ	directinputmgr2
0x133560	?SetDInputReportModes@@YAXHHHH@Z	directinputmgr2
0x133590	?GetErrorString@DirectInputMgr2@@SAXPADHH@Z	directinputmgr2
0x133b50	?CreateDev@CInputDevice@@QAEHPAUIDirectInputA@@PBXPAUHWND__@@I@Z	directinputmgr2
0x133bf0	?ReleaseDevices@CInputDevice@@UAEXXZ	directinputmgr2
0x133c30	?SetupKeyTable@CInputDevice@@QAEXXZ	directinputmgr2
0x133d00	?Poll@CInputDevice@@UAEHXZ	directinputmgr2
0x134260	?Create@CInputDevBase@@UAEHPAUIDirectInputA@@PBXPAUHWND__@@@Z	directinputmgr2
0x1342b0	?ReleaseDevices@CInputDevBase@@UAEXXZ	directinputmgr2
0x1342c0	?CreateDev@CDeviceConfigB@@QAEHPAUIDirectInputA@@PBXPAUHWND__@@I@Z	directinputmgr2
0x134360	?ReleaseDevices@CDeviceConfigB@@UAEXXZ	directinputmgr2
0x1343a0	?IsReady@CDeviceConfigB@@QAEHXZ	directinputmgr2
0x1343b0	?Poll@CDeviceConfigB@@UAEHXZ	directinputmgr2
0x134630	?CreateDevJoystick@CDeviceConfigC@@QAEHPAUIDirectInputA@@PBXPAUHWND__@@I@Z	directinputmgr2
0x1346d0	?ReleaseDevices@CDeviceConfigC@@UAEXXZ	directinputmgr2
0x134710	?SetupAxes@CDeviceConfigC@@QAEHXZ	directinputmgr2
0x1347d0	?Poll@CDeviceConfigC@@UAEHXZ	directinputmgr2
0x134be0	?FillFrom@CFixedPtrArray32@@QAEHPAPAVCInputDevBase@@HH@Z	directinputmgr2
0x134c60	?Clear@CFixedPtrArray32@@QAEXXZ	directinputmgr2
0x134c80	?Add@CFixedPtrArray32@@QAEHPAVCInputDevBase@@@Z	directinputmgr2
0x134cb0	?Create@CInputDevRoot@@UAEHPAUIDirectInputA@@PBXPAUHWND__@@@Z	inputdevice
0x134d50	?ReleaseDevices@CInputDevRoot@@UAEXXZ	inputdevice
0x134d90	?ReadState@CInputDevRoot@@QAEPATDeviceState@@XZ	inputdevice
0x134df0	?GetDeviceInfo@CInputDevRoot@@QAEPAUDIDEVICEINSTANCEA@@XZ	inputdevice
0x134e30	?GetCapabilities@CInputDevRoot@@QAEPAUDIDEVCAPS@@XZ	inputdevice
0x134e70	?GetProperty@CInputDevRoot@@QAEPAUDIPROPHEADER@@ABU_GUID@@@Z	inputdevice
0x134eb0	?SetDataFormat@CInputDevRoot@@QAEHPBX@Z	inputdevice
0x134ef0	?SetCooperativeLevel@CInputDevRoot@@QAEHI@Z	inputdevice
0x134f30	?SetProperty@CInputDevRoot@@QAEHABU_GUID@@PAX@Z	inputdevice
0x134f70	?SetPropertyDword@CInputDevRoot@@QAEHABU_GUID@@III@Z	inputdevice
0x134fb0	?Acquire@CInputDevRoot@@QAEHXZ	inputdevice
0x134fe0	?Unacquire@CInputDevRoot@@QAEHXZ	inputdevice
0x135000	?Escape@CInputDevRoot@@QAEHPAX@Z	inputdevice
0x135040	?PollDevice@CInputDevRoot@@QAEHXZ	inputdevice
0x1350b0	?VolumeToAttenuation@SoundDevice@@SAHH@Z	directsoundmgr
0x135110	_ConvertVolumeToPercent	directsoundmgr
0x1351a0	?BuildVolumeTable@SoundDevice@@SAXXZ	directsoundmgr
0x1351d0	??0DirectSoundMgr@@QAE@PAUIDirectSoundBuffer@@PAVSoundDevice@@@Z	directsoundmgr
0x1352e0	??_GDirectSoundMgr@@UAEPAXI@Z	directsoundmgr
0x135300	??1DirectSoundMgr@@UAE@XZ	directsoundmgr
0x135310	?Restore@DirectSoundMgr@@QAEHXZ	directsoundmgr
