id	state	path	line	kind	domain	expression	context	notes
5510a16b17bc7d36	fixed	src/Gruntz/FortressFlag.cpp	262	static_cast-enum	AnimWorkerAct	rec->ActKey()	AnimWorkerAct act = static_cast<AnimWorkerAct>(rec->ActKey());	Centralized worker-event interpretation in AnimWorkerObj typed accessors.
af0096e69c529575	fixed	src/Gruntz/FortressFlag.cpp	265	IDX	AnimWorkerAct	ACT_LIVE	rec->SetActKey(IDX(ACT_LIVE));	Centralized worker-event interpretation in AnimWorkerObj typed accessors.
d128abf24b0e1b5d	reviewed	src/Gruntz/GameAssetNamespaces.cpp	36	static_cast-enum	GameStateId	prevStateId	m_previousStateId = static_cast<GameStateId>(prevStateId);	Reviewed individually: the producer retains a retail integer ABI or generic API contract, and the conversion occurs once where the receiving domain is proven.
8b2d61e47543d638	reviewed	src/Gruntz/GameAssetNamespaces.cpp	37	static_cast-enum	LevelArea	t / 4 + 1	m_levelType = static_cast<LevelArea>(t / 4 + 1);	Reviewed individually: each conversion enters a domain from bounded loop, offset, random-choice, or range arithmetic; the arithmetic itself is intentionally integer-valued.
4a99216f0328f215	reviewed	src/Gruntz/GameAssetNamespaces.cpp	40	IDX		m_levelType	"sprintf(area, ""AREA%i"", IDX(m_levelType));"	Audited individually: exits format LevelArea names, serialize command-kind bytes, pass QuestLevel through a retail int API, mask a Win32 command word, index animation frames, store a custom-map flag, map low SBI tab commands, or select a finish-reason frame.
02a19fb3f24b08c9	reviewed	src/Gruntz/GameIconFlashEffect.cpp	11	static_cast-enum	GameIconFlashState	w->ActKey()	GameIconFlashState state = static_cast<GameIconFlashState>(w->ActKey());	Reviewed individually: these are per-consumer views of generic WWD/animation/shared integer storage; the owner cannot be globally typed because the same slot carries other domains.
52100cb9d4d2c94e	reviewed	src/Gruntz/GameIconFlashEffect.cpp	25	IDX	GameIconFlashState	GAME_ICON_FLASH_ACTIVE	w->SetActKey(IDX(GAME_ICON_FLASH_ACTIVE));	AnimWorkerObj::m_actKey is generic shared storage; this exits GameIconFlashState into SetActKey's retail int interface.
d23b819cf6778596	fixed	src/Gruntz/GameMode.cpp	179	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_icons[0]->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
e089633fd2336c11	fixed	src/Gruntz/GameMode.cpp	191	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_icons[7]->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
9c06d9fe973f9876	fixed	src/Gruntz/GameMode.cpp	209	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_icons[1]->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
322f1d5785946a1f	fixed	src/Gruntz/GameMode.cpp	223	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_icons[2]->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
7de338966322e389	fixed	src/Gruntz/GameMode.cpp	237	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_icons[3]->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
3296b56fa014f70f	fixed	src/Gruntz/GameMode.cpp	251	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_icons[4]->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
0027663fe82299a8	fixed	src/Gruntz/GameMode.cpp	265	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_icons[5]->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
c88271cef8e8c0bd	fixed	src/Gruntz/GameMode.cpp	279	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_icons[6]->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
8df95260144df087	fixed	src/Gruntz/GameMode.cpp	296	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_bomb[i]->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
c82ba2c694b8f246	fixed	src/Gruntz/GameMode.cpp	305	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_expl[i]->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
489eaee49cc29f9f	fixed	src/Gruntz/GameMode.cpp	321	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_gokart[i]->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
acb2d8b104166988	fixed	src/Gruntz/GameMode.cpp	336	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	e->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
e9fa1864e22c043f	fixed	src/Gruntz/GameMode.cpp	345	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_bomb[i]->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
6f6da14741c64ce7	fixed	src/Gruntz/GameMode.cpp	346	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_gokart[i]->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
8d977bedf26c7a5f	fixed	src/Gruntz/GameMode.cpp	347	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_icons[i]->m_stateFlags &= ~IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
fe0f37de1d75ea81	reviewed	src/Gruntz/GameMode.cpp	355	static_cast-enum	BootyStatRow	i	this->FormatHudText(&text, static_cast<BootyStatRow>(i));	Reviewed individually: each conversion enters a domain from bounded loop, offset, random-choice, or range arithmetic; the arithmetic itself is intentionally integer-valued.
29d63f7225c215ad	fixed	src/Gruntz/GameMode.cpp	360	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	e->m_stateFlags &= ~IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
a2df7c0fa3b70451	fixed	src/Gruntz/GameMode.cpp	385	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	&& ((m_bomb[0]->m_stateFlags & IDX(SPRITE_STATE_HIDDEN))	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
20401c5a5eb3913c	fixed	src/Gruntz/GameMode.cpp	386	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	|| (m_gokart[0]->m_stateFlags & IDX(SPRITE_STATE_HIDDEN)))) {	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
10f6582ef71cd83e	fixed	src/Gruntz/GameMode.cpp	387	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_bomb[0]->m_stateFlags &= ~IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
a7f63d34b9faa897	fixed	src/Gruntz/GameMode.cpp	388	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_gokart[0]->m_stateFlags &= ~IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
3034ad8dc715530b	fixed	src/Gruntz/GameMode.cpp	407	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_icons[m_slot]->m_stateFlags &= ~IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
4cd1f0bef888ce66	fixed	src/Gruntz/GameMode.cpp	416	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	e->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
849cdc84ff2011a0	reviewed	src/Gruntz/GameMode.cpp	425	static_cast-enum	BootyStatRow	i	this->FormatHudText(&text, static_cast<BootyStatRow>(i));	Reviewed individually: each conversion enters a domain from bounded loop, offset, random-choice, or range arithmetic; the arithmetic itself is intentionally integer-valued.
6a81ef69c4c9198d	fixed	src/Gruntz/GameMode.cpp	429	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	e->m_stateFlags &= ~IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
b61a553e36122a6e	fixed	src/Gruntz/GameMode.cpp	433	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_bomb[i]->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
4bf825102d2542ef	fixed	src/Gruntz/GameMode.cpp	434	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_gokart[i]->m_stateFlags |= IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
d24e46ebb65594af	fixed	src/Gruntz/GameMode.cpp	451	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_bomb[m_slot]->m_stateFlags &= ~IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
530c8546ba4d1bf4	fixed	src/Gruntz/GameMode.cpp	452	IDX	SpriteStateFlags	SPRITE_STATE_HIDDEN	m_gokart[m_slot]->m_stateFlags &= ~IDX(SPRITE_STATE_HIDDEN);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
395415c178b6f63d	reviewed	src/Gruntz/GameStateRecordLoad.cpp	276	IDX		m_moveIcon	CShadeTable* r = g_gameReg->m_spriteFactory->GetSel(IDX(m_moveIcon), flag);	Audited individually: PickupType and related badge/layer/health enums become sprite frames, shade/tool indices, pickup-counter offsets, raw WWD fields, or retail int parameters; no shared semantic field is incorrectly left untyped.
2f74268676b2200a	reviewed	src/Gruntz/GameText.cpp	87	static_cast-enum	WarlordOwner	id	switch (static_cast<WarlordOwner>(id)) {	Reviewed individually: these are per-consumer views of generic WWD/animation/shared integer storage; the owner cannot be globally typed because the same slot carries other domains.
1c54c2c293c3710b	reviewed	src/Gruntz/Grunt.cpp	671	IDX		m_moveIcon	CShadeTable* sel = g_gameReg->m_spriteFactory->GetSel(IDX(m_moveIcon), kind);	Audited individually: PickupType and related badge/layer/health enums become sprite frames, shade/tool indices, pickup-counter offsets, raw WWD fields, or retail int parameters; no shared semantic field is incorrectly left untyped.
7abf304d3b921702	reviewed	src/Gruntz/Grunt.cpp	1188	IDX	TileCollisionKind	TILEKIND_GIANT_ROCK	if (g_gameReg->m_tileGrid->m_rowInts[tileY][tileX * 7 + 4] != IDX(TILEKIND_GIANT_ROCK)) {	All occurrences cross raw grid/image cell or generic animation-act storage boundaries.
61f10f6951470dfd	reviewed	src/Gruntz/Grunt.cpp	1191	IDX	TileCollisionKind	TILEKIND_GIANT_ROCK	free4 = (g_gameReg->m_tileGrid->m_rowInts[tileY + 1][tileX * 7 + 4] == IDX(TILEKIND_GIANT_ROCK))	All occurrences cross raw grid/image cell or generic animation-act storage boundaries.
f7438127d81dedb2	fixed	src/Gruntz/Grunt.cpp	1191	IDX	RockNeighborMask	ROCKADJ_BELOW	? IDX(ROCKADJ_BELOW)	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
9a926582b4754cd6	reviewed	src/Gruntz/Grunt.cpp	1195	IDX	TileCollisionKind	TILEKIND_GIANT_ROCK	(g_gameReg->m_tileGrid->m_rowInts[tileY - 1][tileX * 7 + 4] == IDX(TILEKIND_GIANT_ROCK))	All occurrences cross raw grid/image cell or generic animation-act storage boundaries.
b86e9843f6045356	fixed	src/Gruntz/Grunt.cpp	1195	IDX	RockNeighborMask	ROCKADJ_ABOVE	? IDX(ROCKADJ_ABOVE)	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
cd2cb5e6ad683517	reviewed	src/Gruntz/Grunt.cpp	1198	IDX	TileCollisionKind	TILEKIND_GIANT_ROCK	free4 |= (g_gameReg->m_tileGrid->m_rowInts[tileY][tileX * 7 + 11] == IDX(TILEKIND_GIANT_ROCK))	All occurrences cross raw grid/image cell or generic animation-act storage boundaries.
cf42c479fc1b61fa	fixed	src/Gruntz/Grunt.cpp	1198	IDX	RockNeighborMask	ROCKADJ_RIGHT	? IDX(ROCKADJ_RIGHT)	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
6d86378d586da171	reviewed	src/Gruntz/Grunt.cpp	1201	IDX	TileCollisionKind	TILEKIND_GIANT_ROCK	free4 |= (g_gameReg->m_tileGrid->m_rowInts[tileY][tileX * 7 - 3] == IDX(TILEKIND_GIANT_ROCK))	All occurrences cross raw grid/image cell or generic animation-act storage boundaries.
841fbdd3ccff200f	fixed	src/Gruntz/Grunt.cpp	1201	IDX	RockNeighborMask	ROCKADJ_LEFT	? IDX(ROCKADJ_LEFT)	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
0cf8e996de5a4bb3	fixed	src/Gruntz/Grunt.cpp	1204	IDX	RockNeighborMask	ROCKADJ_RIGHT	case IDX(ROCKADJ_RIGHT) | IDX(ROCKADJ_BELOW):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
5c5f09b044c07896	fixed	src/Gruntz/Grunt.cpp	1204	IDX	RockNeighborMask	ROCKADJ_BELOW	case IDX(ROCKADJ_RIGHT) | IDX(ROCKADJ_BELOW):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
770cfcc1dd3f259f	fixed	src/Gruntz/Grunt.cpp	1208	IDX	RockNeighborMask	ROCKADJ_RIGHT	case IDX(ROCKADJ_RIGHT) | IDX(ROCKADJ_ABOVE):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
dc04e1f68d396b5c	fixed	src/Gruntz/Grunt.cpp	1208	IDX	RockNeighborMask	ROCKADJ_ABOVE	case IDX(ROCKADJ_RIGHT) | IDX(ROCKADJ_ABOVE):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
49b3a5c86df92f65	fixed	src/Gruntz/Grunt.cpp	1212	IDX	RockNeighborMask	ROCKADJ_ABOVE	case IDX(ROCKADJ_RIGHT) | IDX(ROCKADJ_ABOVE) | IDX(ROCKADJ_BELOW):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
518ceab1c3878f76	fixed	src/Gruntz/Grunt.cpp	1212	IDX	RockNeighborMask	ROCKADJ_RIGHT	case IDX(ROCKADJ_RIGHT) | IDX(ROCKADJ_ABOVE) | IDX(ROCKADJ_BELOW):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
7d2b970f7a2ed779	fixed	src/Gruntz/Grunt.cpp	1212	IDX	RockNeighborMask	ROCKADJ_BELOW	case IDX(ROCKADJ_RIGHT) | IDX(ROCKADJ_ABOVE) | IDX(ROCKADJ_BELOW):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
03eafb574063ed9c	fixed	src/Gruntz/Grunt.cpp	1215	IDX	RockNeighborMask	ROCKADJ_LEFT	case IDX(ROCKADJ_LEFT) | IDX(ROCKADJ_BELOW):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
15161de1142f7140	fixed	src/Gruntz/Grunt.cpp	1215	IDX	RockNeighborMask	ROCKADJ_BELOW	case IDX(ROCKADJ_LEFT) | IDX(ROCKADJ_BELOW):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
4a3bccb83c9b711d	fixed	src/Gruntz/Grunt.cpp	1219	IDX	RockNeighborMask	ROCKADJ_LEFT	case IDX(ROCKADJ_LEFT) | IDX(ROCKADJ_ABOVE):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
8b5b96fb25cd6406	fixed	src/Gruntz/Grunt.cpp	1219	IDX	RockNeighborMask	ROCKADJ_ABOVE	case IDX(ROCKADJ_LEFT) | IDX(ROCKADJ_ABOVE):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
427e9d40f1015438	fixed	src/Gruntz/Grunt.cpp	1223	IDX	RockNeighborMask	ROCKADJ_LEFT	case IDX(ROCKADJ_LEFT) | IDX(ROCKADJ_ABOVE) | IDX(ROCKADJ_BELOW):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
833018dac3c660bd	fixed	src/Gruntz/Grunt.cpp	1223	IDX	RockNeighborMask	ROCKADJ_BELOW	case IDX(ROCKADJ_LEFT) | IDX(ROCKADJ_ABOVE) | IDX(ROCKADJ_BELOW):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
ebc3aab7e4ea8121	fixed	src/Gruntz/Grunt.cpp	1223	IDX	RockNeighborMask	ROCKADJ_ABOVE	case IDX(ROCKADJ_LEFT) | IDX(ROCKADJ_ABOVE) | IDX(ROCKADJ_BELOW):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
34dd0bbc99a1f35b	fixed	src/Gruntz/Grunt.cpp	1226	IDX	RockNeighborMask	ROCKADJ_LEFT	case IDX(ROCKADJ_LEFT) | IDX(ROCKADJ_RIGHT) | IDX(ROCKADJ_BELOW):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
a7c05af1bd0e1451	fixed	src/Gruntz/Grunt.cpp	1226	IDX	RockNeighborMask	ROCKADJ_RIGHT	case IDX(ROCKADJ_LEFT) | IDX(ROCKADJ_RIGHT) | IDX(ROCKADJ_BELOW):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
aef08dbc596cc8e2	fixed	src/Gruntz/Grunt.cpp	1226	IDX	RockNeighborMask	ROCKADJ_BELOW	case IDX(ROCKADJ_LEFT) | IDX(ROCKADJ_RIGHT) | IDX(ROCKADJ_BELOW):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
2feb44bb37c9cb30	fixed	src/Gruntz/Grunt.cpp	1229	IDX	RockNeighborMask	ROCKADJ_RIGHT	case IDX(ROCKADJ_LEFT) | IDX(ROCKADJ_RIGHT) | IDX(ROCKADJ_ABOVE):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
b081cc07f6bd2f66	fixed	src/Gruntz/Grunt.cpp	1229	IDX	RockNeighborMask	ROCKADJ_ABOVE	case IDX(ROCKADJ_LEFT) | IDX(ROCKADJ_RIGHT) | IDX(ROCKADJ_ABOVE):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
b3504d83dea10077	fixed	src/Gruntz/Grunt.cpp	1229	IDX	RockNeighborMask	ROCKADJ_LEFT	case IDX(ROCKADJ_LEFT) | IDX(ROCKADJ_RIGHT) | IDX(ROCKADJ_ABOVE):	Typed StepArrivalDrop adjacency masks as RockNeighborMask; direct enum bit operations now preserve the flag domain.
e1c2bb151cdd1dff	reviewed	src/Gruntz/Grunt.cpp	1270	IDX	PickupType	PICKUP_BOOMERANG	if (CoordCount() == 1 && arrivalPhase == IDX(PICKUP_BOOMERANG)	All occurrences were inspected: exits target generic WWD m_smarts storage, raw pickup counters/APIs, or the documented GruntSpawnConfig integer-switch codegen seam.
2e714a946ac25723	reviewed	src/Gruntz/Grunt.cpp	2133	static_cast-enum	PickupType	a10	m_defenderPickupType = static_cast<PickupType>(a10);	Reviewed individually: remaining entries are raw retail function parameters, loop/arithmetic results, wire payloads, generic notification storage, or per-logic views of shared WWD integer fields.
3b23c31d456ad5bc	reviewed	src/Gruntz/Grunt.cpp	2161	static_cast-enum	PickupType	vehicleKind	LoadVehicleGruntSprites(static_cast<PickupType>(vehicleKind));	Reviewed individually: remaining entries are raw retail function parameters, loop/arithmetic results, wire payloads, generic notification storage, or per-logic views of shared WWD integer fields.
f714276c9bb729e5	reviewed	src/Gruntz/Grunt.cpp	2179	IDX		m_moveIcon	CShadeTable* shade = g_gameReg->m_spriteFactory->GetSel(IDX(m_moveIcon), 0);	Audited individually: PickupType and related badge/layer/health enums become sprite frames, shade/tool indices, pickup-counter offsets, raw WWD fields, or retail int parameters; no shared semantic field is incorrectly left untyped.
6a9744fe568b5e38	fixed	src/Gruntz/Grunt.cpp	3447	static_cast-enum	PickupType	kind	m_entranceReason = static_cast<PickupType>(kind);	Removed an unnecessary conversion by typing the owner, using an existing named value, or introducing an evidence-backed domain constant.
86e7e40e243f74bd	reviewed	src/Gruntz/Grunt.cpp	3771	static_cast-enum	GruntDeathType	cx	hazard = static_cast<GruntDeathType>(cx);	Reviewed individually: these are per-consumer views of generic WWD/animation/shared integer storage; the owner cannot be globally typed because the same slot carries other domains.
f1ca239da36244c9	reviewed	src/Gruntz/Grunt.cpp	4174	IDX		m_moveIcon	if (pick == IDX(m_moveIcon)) {	Audited individually: PickupType and related badge/layer/health enums become sprite frames, shade/tool indices, pickup-counter offsets, raw WWD fields, or retail int parameters; no shared semantic field is incorrectly left untyped.
77a563c2071b8fc3	fixed	src/Gruntz/Grunt.cpp	4205	IDX	SpriteStateFlags	SPRITE_STATE_FLASHING	if ((obj->m_stateFlags & IDX(SPRITE_STATE_FLASHING)) == 0) {	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
6f8de88a86997a6e	fixed	src/Gruntz/Grunt.cpp	4208	IDX	SpriteStateFlags	SPRITE_STATE_FLASHING	m_object->m_stateFlags |= IDX(SPRITE_STATE_FLASHING);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
3737c9c8f3fe95bf	fixed	src/Gruntz/Grunt.cpp	4247	IDX	SpriteStateFlags	SPRITE_STATE_FLASHING	m_object->m_stateFlags &= ~IDX(SPRITE_STATE_FLASHING);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
7476640ac6212386	reviewed	src/Gruntz/GruntArrivalScan.cpp	3233	IDX		this->m_entranceReason	i32 reason = IDX(this->m_entranceReason);	Audited individually: PickupType and related badge/layer/health enums become sprite frames, shade/tool indices, pickup-counter offsets, raw WWD fields, or retail int parameters; no shared semantic field is incorrectly left untyped.
9f7f0756d3516ce6	reviewed	src/Gruntz/GruntArrivalScan.cpp	3235	IDX		this->m_toolId	reason = IDX(this->m_toolId);	Audited individually: PickupType and related badge/layer/health enums become sprite frames, shade/tool indices, pickup-counter offsets, raw WWD fields, or retail int parameters; no shared semantic field is incorrectly left untyped.
af78c7b1fa1f7339	reviewed	src/Gruntz/GruntArrivalScan.cpp	3301	IDX		this->m_entranceReason	reason = IDX(this->m_entranceReason);	Audited individually: PickupType and related badge/layer/health enums become sprite frames, shade/tool indices, pickup-counter offsets, raw WWD fields, or retail int parameters; no shared semantic field is incorrectly left untyped.
6a7733606bcb52b5	reviewed	src/Gruntz/GruntArrivalScan.cpp	3303	IDX		this->m_toolId	reason = IDX(this->m_toolId);	Audited individually: PickupType and related badge/layer/health enums become sprite frames, shade/tool indices, pickup-counter offsets, raw WWD fields, or retail int parameters; no shared semantic field is incorrectly left untyped.
1664f63f0486b250	fixed	src/Gruntz/GruntAssetLoaders.cpp	105	IDX	SpriteStateFlags	SPRITE_STATE_FLASHING	m_object->m_stateFlags &= ~IDX(SPRITE_STATE_FLASHING);	Typed CResolveNode::m_stateFlags as SpriteStateFlags and replaced raw bit arithmetic with domain operators/HAS; all former per-call exits disappeared.
5b68b7fa4a687fc8	reviewed	src/Gruntz/GruntAssetLoaders.cpp	242	static_cast-enum	TileCollisionKind	( (grid->m_rowInts[m_object->m_screenY >> TILE_SHIFT_PX]) )[(m_object->m_screenX >> TILE_SHIFT_PX) * 7 + 4]	TileCollisionKind attr = static_cast<TileCollisionKind>((	Reviewed individually: these conversions are at raw file, network, UI, serialization, packed-storage, or historically integer-signature boundaries.
8f25469bef3cb452	reviewed	src/Gruntz/GruntAssetLoaders.cpp	272	static_cast-enum	TileCollisionKind	( (grid->m_rowInts[m_object->m_screenY >> TILE_SHIFT_PX]) )[(m_object->m_screenX >> TILE_SHIFT_PX) * 7 + 4]	TileCollisionKind attr = static_cast<TileCollisionKind>((	Reviewed individually: these conversions are at raw file, network, UI, serialization, packed-storage, or historically integer-signature boundaries.
c6deecf96f93b98c	reviewed	src/Gruntz/GruntCombat.cpp	218	static_cast-enum	GruntDirection	AT(g_dirVec, k)[2]	this->m_entranceCell.direction = static_cast<GruntDirection>(AT(g_dirVec, k)[2]); \	Reviewed individually: these are per-consumer views of generic WWD/animation/shared integer storage; the owner cannot be globally typed because the same slot carries other domains.
aa071ddc243ad509	reviewed	src/Gruntz/GruntCombat.cpp	361	static_cast-enum	SpellzEffect	forced	SpellzEffect idx = static_cast<SpellzEffect>(forced);	Reviewed individually: each conversion enters a domain from bounded loop, offset, random-choice, or range arithmetic; the arithmetic itself is intentionally integer-valued.
